wca_id,competition_id,competition_country,home_country,distance_km
2014MILL04,PuzzlingPapakura2021,New Zealand,United Kingdom,18605.941064315648
2014MILL04,LytteltonSpring2021,New Zealand,United Kingdom,18605.941064315648
2014MILL04,LytteltonAutumn2022,New Zealand,United Kingdom,18605.941064315648
2014MILL04,LytteltonSpring2022,New Zealand,United Kingdom,18605.941064315648
2014MILL04,LytteltonSpring2023,New Zealand,United Kingdom,18605.941064315648
2014MILL04,LytteltonSummer2024,New Zealand,United Kingdom,18605.941064315648
2014MILL04,MilfordWinterWarmUp2025,New Zealand,United Kingdom,18605.941064315648
2011CHIE01,SlowDownPerth2019,Australia,United Kingdom,15366.359174273792
2021PIER01,TryCubingSaintHelens2024,Australia,Switzerland,14833.177186910763
2016CHAI03,MedanMiniAllEvents2019,Indonesia,USA,14489.1154287529
2011ALVI01,SanFranciscoBayOpen2017,USA,Indonesia,14489.1154287529
2011ALVI01,BASC82016,USA,Indonesia,14489.1154287529
2019LINJ04,PhitsanulokCubeFest2025,Thailand,USA,13597.241369514295
2019LINJ04,BangkokSummer2024,Thailand,USA,13597.241369514295
2016CHIL02,IlliNxNoisSpring2025,USA,India,13018.637217848278
2016CHIL02,UIUCSideEventsSpring2025,USA,India,13018.637217848278
2016CHIL02,UIUCFall2023,USA,India,13018.637217848278
2014GROV01,NationalCubingRegion2014,India,USA,13018.637217848278
2016CHIL02,UIUCBigCubesSpring2024,USA,India,13018.637217848278
2014GROV01,NationalCubingRegion2015,India,USA,13018.637217848278
2015IYER05,WPIWinter2024,USA,India,13018.637217848278
2015IYER05,FMCWPI2024,USA,India,13018.637217848278
2003HARD01,MontfortChampionship2016,India,USA,13018.637217848278
2017PALA08,CubingForLLSSummer2019,India,USA,13018.637217848278
2017FARA06,BangladeshCubingFiesta2019,Bangladesh,USA,12895.072750824584
2017FARA06,DinajpurCubingOpen2019,Bangladesh,USA,12895.072750824584
2021KHAN05,CubeChroniclesUttara2025,Bangladesh,USA,12895.072750824584
2017FARA06,KnightsCubingOpen2019,Bangladesh,USA,12895.072750824584
2008REMO01,CebuNewYearOpen2023,Philippines,USA,12867.830459113564
2010VILL03,DFWBacktoSchool2024,USA,Philippines,12867.830459113564
2017ALMO03,EgyptFall2024,Egypt,Australia,12646.998118426625
2019SAMU06,LagosOpen2022,Nigeria,Philippines,12450.741201062516
2019SAMU06,NigerianChampionship2023,Nigeria,Philippines,12450.741201062516
2018NARA14,DubaiSummerOpen2022,United Arab Emirates,USA,12410.630061114858
2017ALMO03,JCCQ8speedcubingNationals2024,Jordan,Australia,12172.187289552854
2016THAK01,Sqauckland2025,New Zealand,India,11933.646825322685
2016THAK01,NewZealandNationals2025,New Zealand,India,11933.646825322685
2016THAK01,NZCubingDecathlon2024,New Zealand,India,11933.646825322685
2016THAK01,TwistinginTitirangi2025,New Zealand,India,11933.646825322685
2016THAK01,CopinginAuckland2025,New Zealand,India,11933.646825322685
2016THAK01,2x2inTamakiMakaurau2025,New Zealand,India,11933.646825322685
2016THAK01,PuzzlingPapatoetoe2025,New Zealand,India,11933.646825322685
2016THAK01,SouthAucklandSideEvents2024,New Zealand,India,11933.646825322685
2016THAK01,Clauckland2024,New Zealand,India,11933.646825322685
2016THAK01,BeachsideAuckland2024,New Zealand,India,11933.646825322685
2003DENN01,IndonesianOpen2009,Indonesia,Netherlands,11679.317950707593
2007OEYM01,IndonesianOpen2009,Indonesia,Netherlands,11679.317950707593
2007OEYM01,JavaFMCCubeDay2010,Indonesia,Netherlands,11679.317950707593
2007OEYM01,JakartaCeriaOpen2010,Indonesia,Netherlands,11679.317950707593
2013DIPI01,MauritianOdyssey2024,Mauritius,Argentina,11316.800936738278
2017ALMO03,KuwaitiNationals2023,Kuwait,Australia,11126.457311274195
2017ALMO03,BBSKuwaitCubing2018,Kuwait,Australia,11126.457311274195
2017ALMO03,PleaseDontDNFKuwait2024,Kuwait,Australia,11126.457311274195
2017ALMO03,KuwaitiNationals2024,Kuwait,Australia,11126.457311274195
2017ALMO03,HelloQ8Speedcubing2022,Kuwait,Australia,11126.457311274195
2017ALMO03,Q8speedcubinginKSE2023,Kuwait,Australia,11126.457311274195
2017ALMO03,LetsQualifyKuwait2023,Kuwait,Australia,11126.457311274195
2017ALMO03,KuwaitSideEvents2024,Kuwait,Australia,11126.457311274195
2017ALMO03,HalaFebruaryKuwait2024,Kuwait,Australia,11126.457311274195
2015JINX01,PennCubeDaySpring2025,USA,China,11123.190071246156
2014HUZE01,VESSpring2019,USA,China,11123.190071246156
2013ZHEN11,ShenzhenOpen2015,China,USA,11123.190071246156
2019LIUS15,PennCubeDaySpring2025,USA,China,11123.190071246156
2015JINX01,PennCubeDayFall2024,USA,China,11123.190071246156
2017MAYU01,KunmingOpen2019,China,USA,11123.190071246156
2008SUNZ01,ShanghaiSummerOpen2015,China,USA,11123.190071246156
2008WEIQ01,HangzhouOpen2010,China,USA,11123.190071246156
2006KRUE01,AuroraSummer2009,USA,China,11123.190071246156
2010FUGU01,ZhengzhouOpen2011,China,USA,11123.190071246156
2008LIZH02,BUAAOpen2010,China,USA,11123.190071246156
2007SUNT01,ShanghaiOpen2008,China,USA,11123.190071246156
2014RENW01,PleaseBeQuietSelangor2022,Malaysia,United Kingdom,11116.528850845896
2012SEVE01,MelakaOpen2014,Malaysia,United Kingdom,11116.528850845896
2014RENW01,PJCubingComeback2022,Malaysia,United Kingdom,11116.528850845896
2017ALMO03,RamliMallBahrainOpen2021,Bahrain,Australia,10709.560097164416
2008BAOY01,CasalCatalunyaBairesOpen2019,Argentina,Spain,10618.078753045742
2012SALG01,EdmontonNewYear2019,Canada,Philippines,10599.347221478623
2013NAHM01,TCSFortWorth2020,USA,Korea,10317.033137934695
2008CHOI04,UIUCSpring2011,USA,Korea,10317.033137934695
2013NAHM01,TexasCubingSummerAustin2020,USA,Korea,10317.033137934695
2014WHIT07,CubingwiththeDuck2017,USA,Korea,10317.033137934695
2008CHOI04,UIUCFall2012,USA,Korea,10317.033137934695
2013NAHM01,TexasCubingSummerDallas2020,USA,Korea,10317.033137934695
2008CHOI04,CarnegieMellonSpring2009,USA,Korea,10317.033137934695
2008CHOI04,CarnegieMellonFall2008,USA,Korea,10317.033137934695
2008CHOI04,CarnegieMellonFall2009,USA,Korea,10317.033137934695
2015PARK24,5BLDMadnessSeongnam2024,Korea,USA,10317.033137934695
2015PARK24,5BLDMadnessSeoul2024,Korea,USA,10317.033137934695
2008CHOI04,CarnegieMellonSpring2010,USA,Korea,10317.033137934695
2013NAHM01,TexasCubingSummerWaco2020,USA,Korea,10317.033137934695
2008CHOI04,UIUCFall2013,USA,Korea,10317.033137934695
2008CHOI04,UIUCSpring2013,USA,Korea,10317.033137934695
2015PARK24,5BLDMadnessSuwon2024,Korea,USA,10317.033137934695
2017ALMO03,CityCentreSharjahOpen2019,United Arab Emirates,Australia,10270.943364021497
2014FAMM01,AndersLarssonMemorial2017,Sweden,Singapore,9720.524470108567
2015CHAC03,GuildfordWinter2023,United Kingdom,Peru,9657.605972845595
2019NOMU01,OtsuBiwakoAutumn2023,Japan,USA,9630.0886036993
2019NOMU01,GoxGoKyoto2023,Japan,USA,9630.0886036993
2014TIPT01,DolphinCoastAutumn2023,South Africa,United Kingdom,9597.879309522776
2014TIPT01,KwaZuluNatal2019,South Africa,United Kingdom,9597.879309522776
2014TIPT01,EdenVillageWinter2017,South Africa,United Kingdom,9597.879309522776
2003BRUC01,CambodiaChampionship2024,Cambodia,Netherlands,9527.304327722812
2007STRO01,SAC2022,Brazil,Canada,9452.518369975725
2008VERD01,AthensTabletopOpen2024,Greece,USA,9426.202072184957
2008VERD01,LoutrakiOpen2023,Greece,USA,9426.202072184957
2014GULA02,ReturntoPakistan2024,Pakistan,Canada,9064.80887942346
2014GULA02,PakistanOpen2018,Pakistan,Canada,9064.80887942346
2007STRO01,ReturntoPakistan2024,Pakistan,Canada,9064.80887942346
2015GULA01,ReturntoPakistan2024,Pakistan,Canada,9064.80887942346
2014GULA02,PakistanWinter2019,Pakistan,Canada,9064.80887942346
2003BRUC01,WC2011,Thailand,Netherlands,9061.95258317752
2012BALT01,ChisinauWinter2017,Moldova,USA,9031.240642034292
2012BALT01,MoldavianNationals2015,Moldova,USA,9031.240642034292
2003BRUC01,LaosChampionship2024,Laos,Netherlands,8944.48481469276
2021PINH01,BravamallOpen2023,Brazil,Switzerland,8824.768473978862
2015WANG83,HuzhouOpen2019,China,Spain,8673.819051102744
2015WANG83,ShaoxingOpen2019,China,Spain,8673.819051102744
2011OLIV03,AracajuOpen2012,Brazil,United Kingdom,8632.649523595855
2011OLIV03,AracajuOpen2014,Brazil,United Kingdom,8632.649523595855
2014CHER05,MadagascarCubingOpen2019,Madagascar,France,8583.982718034611
2017FUHO01,MontpellierOpen2022,France,China,8257.380584245175
2017WANQ06,TalenceOpen2018,France,China,8257.380584245175
2010RONK01,FewestMovesCambodia2023,Cambodia,Finland,8199.479382882217
2015WANG92,VancouverOpenWinter2018,Canada,China,8163.773504614147
2015WANG92,VancouverOpenWinter2017,Canada,China,8163.773504614147
2012MCMI01,CCPAOpen2019,Paraguay,USA,8140.39597699077
2021PIER01,Helena2024,USA,Switzerland,7981.308414087799
2006GOWA01,SwissOpen2009,Switzerland,USA,7981.308414087799
2007SANT01,KuwaitOpen2017,Kuwait,Philippines,7960.374686860225
2014GERB01,MichiganMini172024,USA,Germany,7791.455894657588
2014GERB01,MichiganMegaMadness2024,USA,Germany,7791.455894657588
2008VERD01,VCubeSpielB2023,Germany,USA,7791.455894657588
2008VERD01,VCubeSpielA2023,Germany,USA,7791.455894657588
2014GERB01,MichiganMini182024,USA,Germany,7791.455894657588
2003BRUC01,CubanOpen2016,Cuba,Netherlands,7765.305910827367
2009WANG19,ShanghaiMeatballFall2011,China,United Kingdom,7699.034703228002
2009WANG19,ShanghaiWinter2011,China,United Kingdom,7699.034703228002
2007SANT01,BahrainOpen2017,Bahrain,Philippines,7690.6879924328305
2014MARQ02,LuandaOpen2024,Angola,Brazil,7657.901106145525
2014MARQ02,LuandaOpen2023,Angola,Brazil,7657.901106145525
2014CHER05,GlacierNationalParkOpen2023,USA,France,7554.545530348733
2014CHER05,BozemanCubing2023,USA,France,7554.545530348733
2014CHER05,GrizzlyAwakening2024,USA,France,7554.545530348733
2014CHER05,BillingsSpeedcubing2023,USA,France,7554.545530348733
2014CHER05,GrizzLeagueII2024,USA,France,7554.545530348733
2014CHER05,GrizzCubingLeagueII2023,USA,France,7554.545530348733
2014CHER05,GrizzlyAwakening2023,USA,France,7554.545530348733
2014CHER05,GrizzCubing2022,USA,France,7554.545530348733
2014CHER05,GrizzCubingLeagueI2023,USA,France,7554.545530348733
2014CHER05,GrizzLeagueI2024,USA,France,7554.545530348733
2014CHER05,Helena2024,USA,France,7554.545530348733
2014CHER05,BozemanCubing2024,USA,France,7554.545530348733
2014CHER05,GrizzLeap2024,USA,France,7554.545530348733
2014CHER05,GrizzLeagueSmallCubes2023,USA,France,7554.545530348733
2014CHER05,GrizzLeagueIV2023,USA,France,7554.545530348733
2014CHER05,GrizzLeagueIII2023,USA,France,7554.545530348733
2014CHER05,Missoula2021,USA,France,7554.545530348733
2014CHER05,GrizzlyHibernating2023,USA,France,7554.545530348733
2003BRUC01,WC2005,USA,Netherlands,7457.826332445792
2018COUR02,FaaborgOpen2019,Denmark,USA,7434.644233071975
2022AMAR09,AzoresCubikon2024,Portugal,USA,7379.576023302293
2022AMAR09,SaoMiguelCubikon2025,Portugal,USA,7379.576023302293
2022AMAR09,SaoMiguelBlindSides2024,Portugal,USA,7379.576023302293
2022AMAR09,AzoresCubikon2025,Portugal,USA,7379.576023302293
2007SANT01,SharjahOpen2019,United Arab Emirates,Philippines,7335.370948072382
2007SANT01,SunmarkeDubaiOpen2018,United Arab Emirates,Philippines,7335.370948072382
2007SANT01,WellspringOpen2017,United Arab Emirates,Philippines,7335.370948072382
2007SANT01,EmiratesOpen2017,United Arab Emirates,Philippines,7335.370948072382
2007SANT01,CityCentreSharjahOpen2019,United Arab Emirates,Philippines,7335.370948072382
2007SANT01,MentalBreakdownAbuDhabi2019,United Arab Emirates,Philippines,7335.370948072382
2022JORM01,BozemanCubing2023,USA,Sweden,7227.440847051789
2022JORM01,BackinBoise2024,USA,Sweden,7227.440847051789
2003BRUC01,MontfortChampionship2016,India,Netherlands,6926.710040645171
2009LIUE01,BirminghamOpen2016,United Kingdom,USA,6877.7807880506625
2009LIUE01,LondonOpen2017,United Kingdom,USA,6877.7807880506625
2009LIUE01,UKChampionship2017,United Kingdom,USA,6877.7807880506625
2017MILL04,Bermuda2025,United Kingdom,USA,6877.7807880506625
2009LIUE01,Bermuda2025,United Kingdom,USA,6877.7807880506625
2009LIUE01,OxfordOpen2014,United Kingdom,USA,6877.7807880506625
2008KLUN01,VidarOpen2011,USA,Norway,6519.820381620968
2003BRUC01,MongolianOpen2013,Mongolia,Netherlands,6508.223718880264
2008RIJK01,MongolianOpen2013,Mongolia,Netherlands,6508.223718880264
2014CHER05,KyrgyzstanOpen2019,Kyrgyzstan,France,5978.475991766795
2014CHER05,PchelkaOpen2018,Kyrgyzstan,France,5978.475991766795
2014CHER05,KyrgyzstanOpen2017,Kyrgyzstan,France,5978.475991766795
2014CHER05,TajikistanOpen2018,Tajikistan,France,5880.217791842607
2017ONDE01,FMCFrance2023,France,Canada,5751.3663947321265
2017ONDE01,PuydeDomeOpen2019,France,Canada,5751.3663947321265
2003BRUC01,OmanOpen2023,Oman,Netherlands,5567.3488215830275
2011GRIT01,MoscowSummer2013,Russia,Switzerland,5436.27692911005
2013MINT01,ManchesterOpen2019,United Kingdom,Russia,5217.614126540691
2013MINT01,ManchesterOpen2020,United Kingdom,Russia,5217.614126540691
2014PEAR02,CotedIvoireCubing2025,Cote d_Ivoire,South Africa,5208.8699109473355
2017LAWR04,CotedIvoireCubing2025,Cote d_Ivoire,South Africa,5208.8699109473355
2003BRUC01,NewYearinBishkek2024,Kyrgyzstan,Netherlands,5189.67893485154
2012HAML01,SunmarkeDubaiOpenII2017,United Arab Emirates,Netherlands,5166.435883128302
2012HAML01,SunmarkeDubaiOpen2022,United Arab Emirates,Netherlands,5166.435883128302
2012HAML01,SunmarkeDubaiOpen2018,United Arab Emirates,Netherlands,5166.435883128302
2008RIJK01,DubaiOpen2013,United Arab Emirates,Netherlands,5166.435883128302
2003BRUC01,DubaiOpen2013,United Arab Emirates,Netherlands,5166.435883128302
2012HAML01,EmiratesOpen2017,United Arab Emirates,Netherlands,5166.435883128302
2012HAML01,SunmarkeDubaiOpen2017,United Arab Emirates,Netherlands,5166.435883128302
2014CHER05,UzbekistanOpen2018,Uzbekistan,France,5118.117494028671
2014CHER05,UzbekistanAllEvents2019,Uzbekistan,France,5118.117494028671
2022KAUP01,RahaOpen2023,United Arab Emirates,Finland,4986.551422955625
2003BRUC01,GhanaOpen2025,Ghana,Netherlands,4958.5629889738775
2014MART08,NA2020,Canada,Mexico,4885.789258511847
2014MART08,NAC2022,Canada,Mexico,4885.789258511847
2013LANG03,Barbados2025,Barbados,USA,4821.370509113863
2011CHAP01,VirginiaChampionship2023,USA,Colombia,4730.410364636637
2003BRUC01,IranOpen2011,Iran,Netherlands,4443.6029715126415
2008RIJK01,UzbekistanOpen2017,Uzbekistan,Netherlands,4402.0929631297595
2003BRUC01,UzbekistanOpen2017,Uzbekistan,Netherlands,4402.0929631297595
2017DUMM01,SharjahOpen2019,United Arab Emirates,Italy,4390.752238513682
2017DUMM01,CityCentreSharjahOpen2019,United Arab Emirates,Italy,4390.752238513682
2017DUMM01,LTMAbuDhabiOpen2020,United Arab Emirates,Italy,4390.752238513682
2017DUMM01,MentalBreakdownAbuDhabi2019,United Arab Emirates,Italy,4390.752238513682
2008RIJK01,SemeyOpen2018,Kazakhstan,Netherlands,4280.4265113391475
2008RIJK01,KazakhstanOpen2017,Kazakhstan,Netherlands,4280.4265113391475
2003BRUC01,SemeyOpen2018,Kazakhstan,Netherlands,4280.4265113391475
2003BRUC01,KazakhstanNationals2018,Kazakhstan,Netherlands,4280.4265113391475
2007VALK01,SemeyOpen2018,Kazakhstan,Netherlands,4280.4265113391475
2003BRUC01,KazakhstanOpen2017,Kazakhstan,Netherlands,4280.4265113391475
2011TORG01,KharkivCubefall2021,Ukraine,Russia,4174.298975815398
2013KOKS01,AltaiSpecial2019,Russia,Ukraine,4174.298975815398
2008VIRO01,GhanaOpen2019,Ghana,France,4033.271566744607
2012ZHAN08,NTUBigCubeOpen2022,Singapore,China,4012.1985851728177
2012ZHAN08,NTUWelcome2023,Singapore,China,4012.1985851728177
2012ZHAN08,MofunlandCruiseOpen2023,Singapore,China,4012.1985851728177
2012ZHAN08,SingaporeMax2023,Singapore,China,4012.1985851728177
2012ZHAN08,NTUSpeedcubing2023,Singapore,China,4012.1985851728177
2012ZHAN08,SingaporeMini2023,Singapore,China,4012.1985851728177
2012ZHAN08,SingaporeMasters2023,Singapore,China,4012.1985851728177
2012ZHAN08,SingaporeMax2024,Singapore,China,4012.1985851728177
2012TERE01,150thCubeMeetinginBrest2017,Belarus,Russia,3964.173454124911
2016GUBA01,WelcometoBrest2018,Belarus,Russia,3964.173454124911
2012TERE01,WelcometoBrest2018,Belarus,Russia,3964.173454124911
2012STRA02,SpeedcubingCampMinsk2019,Belarus,Russia,3964.173454124911
2012STRA02,YJFestBelarus2018,Belarus,Russia,3964.173454124911
2012TERE01,FullStepsinBrest2016,Belarus,Russia,3964.173454124911
2015BOND01,SPBChampionship2017,Russia,Belarus,3964.173454124911
2014CHER05,NigeriaOpen2019,Nigeria,France,3956.750440234467
2017DUMM01,RamliMallOpen2019,Bahrain,Italy,3951.182153036013
2015CORT07,OpenCidadedaCrianca2016,Brazil,Chile,3838.089997569854
2012ZHAN08,JohorBigCubeChallenge2023,Malaysia,China,3790.7310193521535
2012ZHAN08,SelangorBigBlind2023,Malaysia,China,3790.7310193521535
2017FUHO01,IUKLSOR2023,Malaysia,China,3790.7310193521535
2007PERG01,IranCubeCompI2014,Iran,Czech Republic,3710.748515496385
2014CHER05,JordanOpen2019,Jordan,France,3617.094038369037
2011RIGG03,LatAmTourSantiago2017,Chile,Peru,3602.184608538149
2003BRUC01,JordanOpen2012,Jordan,Netherlands,3447.7695671095967
2008RIJK01,JordanOpen2012,Jordan,Netherlands,3447.7695671095967
2008RIJK01,BakuOpen2016,Azerbaijan,Netherlands,3447.6003560930717
2003BRUC01,BakuOpen2016,Azerbaijan,Netherlands,3447.6003560930717
2014CHER05,EgyptianChampionship2019,Egypt,France,3412.7283722110133
2014CHER05,EgyptFall2024,Egypt,France,3412.7283722110133
2014CHER05,SmartCubersEgypt2019,Egypt,France,3412.7283722110133
2014CHER05,SvalbardOpen2020,Norway,France,3402.45230921282
2014CHER05,Svalbard2025,Norway,France,3402.45230921282
2011RIGG03,LatinAmericaCubingTourGuatem2017,Guatemala,Peru,3277.9877666036873
2011RIGG03,LatinAmericaCubingTourMontev2017,Uruguay,Peru,3217.8620757894246
2022PARM03,BackinMauritius2023,Mauritius,Kenya,3163.451109262685
2011RIGG03,LatinAmericaCubingTourSantoD2017,Dominican Republic,Peru,3144.361753428002
2010MATT02,BigBlindUBC2019,Canada,USA,3135.860794392704
2011WELC01,WinnipegOpen2022,Canada,USA,3135.860794392704
2010MATT02,PleaseBeSolvedVancouver2024,Canada,USA,3135.860794392704
2010MATT02,UBCBigBlind2023,Canada,USA,3135.860794392704
2010MATT02,BCChampionship2024,Canada,USA,3135.860794392704
2010MATT02,PleaseBeSolvedVancouver2022,Canada,USA,3135.860794392704
2010MATT02,UBCSideEvents2022,Canada,USA,3135.860794392704
2010MATT02,NAC2022,Canada,USA,3135.860794392704
2010MATT02,CanadasBestintheWest2024,Canada,USA,3135.860794392704
2014GRIG01,NAStadiumSeriesEdmonton2024,Canada,USA,3135.860794392704
2011WELC01,SuperiorCubingThunderBay2019,Canada,USA,3135.860794392704
2011WELC01,WinnipegOpen2023,Canada,USA,3135.860794392704
2010MATT02,PleaseBeSolvedVancouver2020,Canada,USA,3135.860794392704
2010MATT02,NA2020,Canada,USA,3135.860794392704
2014GARB01,NAStadiumSeriesEdmonton2024,Canada,USA,3135.860794392704
2011WELC01,WinnipegOpen2019,Canada,USA,3135.860794392704
2013CONA01,SuperiorCubingThunderBay2019,Canada,USA,3135.860794392704
2010MATT02,SouthSurreySideEvents2019,Canada,USA,3135.860794392704
2010MATT02,PleaseBeSolvedVancouver2019,Canada,USA,3135.860794392704
2013DICK01,RockiesRagerFall2022,Canada,USA,3135.860794392704
2011WELC01,NA2020,Canada,USA,3135.860794392704
2008SEAR01,VancouverOpenSpring2015,Canada,USA,3135.860794392704
2008SEAR01,WhistlerOpen2017,Canada,USA,3135.860794392704
2019AMAR04,CampobelloFavorites2025,Canada,USA,3135.860794392704
2008SEAR01,VancouverOpenSummer2017,Canada,USA,3135.860794392704
2023BALE03,ThunderBay2025,Canada,USA,3135.860794392704
2008SEAR01,VancouverFall2016,Canada,USA,3135.860794392704
2023BALE02,ThunderBay2025,Canada,USA,3135.860794392704
2007LIME01,AZCubingSpring2017,USA,Canada,3135.860794392704
2011NGUY03,PiBerkeleyQuiet2020,USA,Canada,3135.860794392704
2022AMAR09,CampobelloFavorites2025,Canada,USA,3135.860794392704
2016MEUN01,ChampionnatCanadien2025,Canada,USA,3135.860794392704
2016MEUN01,OpendeMontreal2023,Canada,USA,3135.860794392704
2018CHEN05,BoulderHolidayBash2025,USA,Canada,3135.860794392704
2011WELC01,NAC2022,Canada,USA,3135.860794392704
2015MCKE02,TorontoBlindfolded2025,Canada,USA,3135.860794392704
2017STRA03,DowntownVancouverSpring2019,Canada,USA,3135.860794392704
2017STRA03,VancouverSelect2018,Canada,USA,3135.860794392704
2011FERA01,SuperiorCubingThunderBay2019,Canada,USA,3135.860794392704
2014MUTC01,SleeplessinSeattle2023,USA,Canada,3135.860794392704
2016MEUN01,GrosJouetsaMontreal2023,Canada,USA,3135.860794392704
2005WALT02,CanadianOpen2007,Canada,USA,3135.860794392704
2013DICK01,PleaseBeSolvedVancouver2020,Canada,USA,3135.860794392704
2013DICK01,DowntownVancouverWinter2020,Canada,USA,3135.860794392704
2011WELC01,WinnipegOpen2018,Canada,USA,3135.860794392704
2013DICK01,DowntownVancouverSummer2019,Canada,USA,3135.860794392704
2013DICK01,DowntownVancouverSpring2019,Canada,USA,3135.860794392704
2011DWYE02,NA2020,Canada,USA,3135.860794392704
2007STRO01,CanandaiguaWinter2020,USA,Canada,3135.860794392704
2012DOOF02,JordanOpen2012,Jordan,Germany,3106.309480428207
2015NABI01,AzerbaijanNationals2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,BakuOpen2019,Azerbaijan,Germany,3105.347882079023
2015NABI01,ACA5thAnniversary2020,Azerbaijan,Germany,3105.347882079023
2015NABI01,ACA7thAnniversary2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,MinxOpen2018,Azerbaijan,Germany,3105.347882079023
2015NABI01,YayYarislariILankaran2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,YayYarislariGanca2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,YayYarislarilBalakan2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,YayYarislariIBaku2022,Azerbaijan,Germany,3105.347882079023
2015NABI01,WardenoftheWest2020,Azerbaijan,Germany,3105.347882079023
2015NABI01,EagleoftheEast2020,Azerbaijan,Germany,3105.347882079023
2015NABI01,WardenoftheWest2018,Azerbaijan,Germany,3105.347882079023
2015NABI01,AzerbaijanNationals2023,Azerbaijan,Germany,3105.347882079023
2015NABI01,BakuEngineeringUniversity2019,Azerbaijan,Germany,3105.347882079023
2015NABI01,EagleoftheEast2019,Azerbaijan,Germany,3105.347882079023
2015NABI01,WardenoftheWest2017,Azerbaijan,Germany,3105.347882079023
2008RIJK01,GeorgianOpen2013,Georgia,Netherlands,3044.381540413731
2003BRUC01,GeorgianOpen2013,Georgia,Netherlands,3044.381540413731
2022WEED01,ChristmasCubingSigua2023,Honduras,USA,3007.2571795804106
2022WEED01,LetsCubeSigua2023,Honduras,USA,3007.2571795804106
2022WEED01,DontDNFSigua2025,Honduras,USA,3007.2571795804106
2012KHAN01,MongolianOpen2013,Mongolia,Hong Kong,2914.800972996718
2018BOND03,KharkivOpen2020,Ukraine,Spain,2890.7588107528604
2018FRAN03,BulacanSpeedcubingOpen2019,Philippines,Korea,2775.5842424041193
2018FRAN03,BulacanSpeedcubingOpen2024,Philippines,Korea,2775.5842424041193
2011LIUC02,CambodiaChampionship2024,Cambodia,China,2758.8634577397515
2003BRUC01,MarrakechOpen2021,Morocco,Netherlands,2715.3964637636996
2003BRUC01,MoroccoOpen2017,Morocco,Netherlands,2715.3964637636996
2003BRUC01,TurkishOpen2013,Turkey,Netherlands,2702.9088814831125
2008RIJK01,TurkishOpen2013,Turkey,Netherlands,2702.9088814831125
2016WILE01,YouBetterBelizeIt2023,Belize,USA,2683.47476882646
2008RIJK01,AlgeriaWinter2016,Algeria,Netherlands,2660.832450624958
2003BRUC01,AlgeriaWinter2016,Algeria,Netherlands,2660.832450624958
2017JAYA04,DubaiOpen2024,United Arab Emirates,India,2590.695596887023
2017MALL01,AmaltheaCubeOpen2024,India,United Arab Emirates,2590.695596887023
2012CHAK01,DubaiOpen2024,United Arab Emirates,India,2590.695596887023
2012STRA02,KazakhstanNationals2018,Kazakhstan,Russia,2572.0019068940755
2015MIKH04,CubingKazakhstanNationals2019,Kazakhstan,Russia,2572.0019068940755
2012STRA02,KSFSemeyCity2018,Kazakhstan,Russia,2572.0019068940755
2018KRIS27,WelcometoAcademy2018,Russia,Kazakhstan,2572.0019068940755
2012STRA02,SemeyOpen2018,Kazakhstan,Russia,2572.0019068940755
2012RUPE01,UzbekistanOpen2018,Uzbekistan,India,2567.513812591419
2015PABR01,UzbekistanNewYear2019,Uzbekistan,India,2567.513812591419
2013AMEE01,PleaseBeQuietinTashkent2023,Uzbekistan,India,2567.513812591419
2014CHER05,HeimaeyOpen2018,Iceland,France,2549.5622769202305
2014CHER05,LightsOfReykjavik2019,Iceland,France,2549.5622769202305
2014CHER05,IcelandNationals2018,Iceland,France,2549.5622769202305
2009MAGN02,BerlinOpen2012,Germany,Norway,2525.493564603214
2017PETC01,TurninOffalyFast2024,Ireland,Romania,2492.953491894551
2017GOLD02,MaltaOpen2019,Malta,United Kingdom,2430.351026358706
2023FINO01,PolytechniqueOpen2024,France,Sweden,2419.8044529309254
2009ZHEN11,NepalSpeedcubing2016,Nepal,China,2148.469933735428
2009ZHEN11,NepalOpen2016,Nepal,China,2148.469933735428
2011LIUC02,LaosChampionship2024,Laos,China,2117.651480557653
2016CHEU04,HongKongFMCChampionship2024,Hong Kong,Malaysia,2112.597951126986
2016CHEU04,HongKongBlindLegends2024,Hong Kong,Malaysia,2112.597951126986
2016CHEU04,WelcomeBackHongKong2024,Hong Kong,Malaysia,2112.597951126986
2016CHEU04,HongKongBigCubeDay2023,Hong Kong,Malaysia,2112.597951126986
2016CHEU04,HongKongFMC2023,Hong Kong,Malaysia,2112.597951126986
2012RUPE01,PchelkaOpen2018,Kyrgyzstan,India,2079.3262651068785
2017ALAR06,DesafiodeMemoriaenelMUPI2023,El Salvador,Colombia,2044.4563641670852
2008RIJK01,TunisiaOpen2014,Tunisia,Netherlands,2035.207143616562
2003BRUC01,TunisiaOpen2014,Tunisia,Netherlands,2035.207143616562
2011RIGG03,LatinAmericaCubingTourMerida2017,Venezuela,Peru,2034.652730362267
2008RIJK01,IcelandOpen2012,Iceland,Netherlands,1978.2614753272023
2003BRUC01,IcelandOpen2012,Iceland,Netherlands,1978.2614753272023
2003BRUC01,GreeceOpen2015,Greece,Netherlands,1975.5536673183822
